iter	Logloss
148	0.1433303903
149	0.143023569
150	0.1427577431
151	0.1425076127
152	0.1421774614
153	0.1419778381
154	0.141710664
155	0.1415817832
156	0.1412963123
157	0.1410378283
158	0.1406484194
159	0.1404487767
160	0.1403053732
161	0.1399181945
162	0.1397048543
163	0.13944931
164	0.1392914735
165	0.1390838551
166	0.1388992799
167	0.1385264468
168	0.1382731682
169	0.1379620033
170	0.1376548833
171	0.1373787035
172	0.1371511968
173	0.136911752
174	0.1366761302
175	0.1364063409
176	0.1360650665
177	0.1357115177
178	0.1355128367
179	0.135148787
180	0.1348905037
181	0.1346000132
182	0.1344241267
183	0.134186658
184	0.1339764797
185	0.133878183
186	0.133740497
187	0.13352338
188	0.1332744744
189	0.133073103
190	0.1327237657
191	0.1325587767
192	0.1322986854
193	0.1320391819
194	0.1318056793
195	0.1315389554
196	0.1312760796
197	0.1311393519
198	0.1308538654
199	0.1304808107
200	0.1302341956
201	0.1300557831
202	0.1297246776
203	0.1294743514
204	0.1292503794
205	0.1289664219
206	0.1287052819
207	0.1286317538
208	0.1285504217
209	0.1282458805
210	0.1280268933
211	0.1276598623
212	0.1274458314
213	0.1271729518
214	0.1269008633
215	0.1267482548
216	0.126515963
217	0.1263431484
218	0.1260625758
219	0.1259259861
220	0.1257409312
221	0.1255441339
222	0.1252644741
223	0.1250670251
224	0.1247633027
225	0.1245558449
226	0.124341422
227	0.1240377676
228	0.1237583011
229	0.1234893338
230	0.1232482639
231	0.1230060798
232	0.1227876205
233	0.12255561
234	0.1223248439
235	0.1221403573
236	0.1219541508
237	0.1217627677
238	0.1214955487
239	0.1211946412
240	0.1210485684
241	0.1209643872
242	0.1207712207
243	0.120508843
244	0.1203391992
245	0.1200910546
246	0.1198832695
247	0.119645009
248	0.1195142771
249	0.1193503926
250	0.1192263802
251	0.1189276036
252	0.1188412958
253	0.1186355218
254	0.118421777
255	0.1182418408
256	0.1180635895
257	0.1179645368
258	0.117753528
259	0.1175927808
260	0.1172657414
261	0.117105953
262	0.1169053382
263	0.1167590659
264	0.1165835114
265	0.1164609629
266	0.1162895295
267	0.1162037356
268	0.1161236441
269	0.1159825099
270	0.1158239417
271	0.1156213741
272	0.1154273868
273	0.1152603309
274	0.1151488834
275	0.1149600263
276	0.1148102307
277	0.1146000053
278	0.1144508443
279	0.1143169825
280	0.1141960581
281	0.1140362361
282	0.1139033282
283	0.1137722743
284	0.1137424987
285	0.1135972039
286	0.1133694865
287	0.1132205947
288	0.1130759983
289	0.1129635794
290	0.1127850389
291	0.1125513323
292	0.1124685019
293	0.1123905348
294	0.1122451802
295	0.1121604648
296	0.1120795935
297	0.1119285933
298	0.1117690487
299	0.111640863
300	0.1115653187
301	0.1113677075
302	0.1112650963
303	0.1111321431
304	0.1109048289
305	0.1107380625
306	0.1105898796
307	0.1104900813
308	0.1103946789
309	0.1103102264
310	0.1101194822
311	0.1100643521
312	0.1098934414
313	0.1097493726
314	0.1096221379
315	0.1095300923
316	0.1093963458
317	0.1092501284
318	0.1091904116
319	0.1090878117
320	0.1089034631
321	0.1087621425
322	0.1085719585
323	0.1084798503
324	0.1083373866
325	0.1081083808
326	0.1079318107
327	0.1077402139
328	0.1076938736
329	0.1075253251
330	0.1073727502
331	0.1072377812
332	0.1069684804
333	0.1068974664
334	0.1067071444
335	0.1065713766
336	0.1064927351
337	0.1063113989
338	0.106204414
339	0.1061218068
340	0.1059987509
341	0.1058084204
342	0.1057013147
343	0.105575845
344	0.1054628738
345	0.1054118036
346	0.1053314158
347	0.1052595555
348	0.1051352534
349	0.1050692946
350	0.1049725672
351	0.1048766504
352	0.1048315757
353	0.1047593076
354	0.1047171539
355	0.1045580775
356	0.1045174383
357	0.1043926579
358	0.1042284496
359	0.1041211241
360	0.1039450507
361	0.1038280249
362	0.1036877284
363	0.1036088001
364	0.1034708169
365	0.1033380222
366	0.1032703011
367	0.103125623
368	0.1029574125
369	0.1028194225
370	0.1027060249
371	0.1026129897
372	0.1024693098
373	0.102398696
374	0.1022276786
375	0.1021599693
376	0.1020266583
377	0.1018962649
378	0.101727585
379	0.1015907465
380	0.1015135054
381	0.1013977948
382	0.1013489164
383	0.101289082
384	0.1011202633
385	0.1010336543
386	0.1009400732
387	0.1009002742
388	0.1008466516
389	0.1007275096
390	0.1005678425
391	0.1004661349
392	0.1003368069
393	0.1002966065
394	0.1001552754
395	0.1000411765
396	0.09999893443
397	0.09991965029
398	0.09973211879
399	0.09960839117
400	0.09947458742
401	0.09931927168
402	0.09929376179
403	0.09919891064
404	0.09917338389
405	0.09905382212
406	0.09894225592
407	0.0988620227
408	0.09881649787
409	0.09869678009
410	0.09855046201
411	0.09852890966
412	0.09842050277
413	0.09826430103
414	0.09816681513
415	0.09804502323
416	0.09790478368
417	0.09786521084
418	0.09775390256
419	0.09765426343
420	0.09759317257
421	0.0974567016
422	0.09729761737
423	0.09722788575
424	0.09718737026
425	0.09715817477
426	0.09701617916
427	0.09690682635
428	0.0967938439
429	0.09669995808
430	0.0966591764
431	0.09663790684
432	0.09655690965
433	0.09645105916
434	0.09638714833
435	0.09627280842
436	0.09615106711
437	0.09609838615
438	0.0959757835
439	0.09583853183
440	0.0958034113
441	0.09571972304
442	0.09566709426
443	0.09552307244
444	0.09543589373
445	0.09533855544
446	0.09526407439
447	0.09512874469
448	0.09501841344
449	0.09490912686
450	0.09487137268
451	0.09480384815
452	0.09468148274
453	0.09461071516
454	0.09448497934
455	0.09439492804
456	0.09432590378
457	0.09420656292
458	0.09410668095
459	0.09403900943
460	0.09392961152
461	0.09390473496
462	0.09378964728
463	0.09370064958
464	0.09362381384
465	0.09353884858
466	0.09343563506
467	0.09332791424
468	0.0932434109
469	0.09314011256
470	0.09308269384
471	0.09300015729
472	0.09292335143
473	0.09281612411
474	0.09272506216
475	0.09259651002
476	0.09249831696
477	0.0924393226
478	0.09238633503
479	0.09229198173
480	0.09217888294
481	0.09207984621
482	0.09199323232
483	0.09191664437
484	0.0918126219
485	0.09167836309
486	0.09155540686
487	0.09150335878
488	0.09146051378
489	0.09137432494
490	0.09124611681
491	0.09113991417
492	0.09108414951
493	0.09102562073
494	0.09095258791
495	0.09083769221
496	0.09076983724
497	0.09058475414
498	0.09044434995
499	0.09035930237
500	0.09025640168
501	0.09016322303
502	0.09011686708
503	0.09003105432
504	0.08998402389
505	0.08986416191
506	0.08974457498
507	0.08964849655
508	0.08958602101
509	0.08950064646
510	0.08937292538
511	0.08927642084
512	0.0892035752
513	0.08908481536
514	0.08898165976
515	0.08891691315
516	0.08878881849
517	0.0887150489
518	0.08864835087
519	0.08856399823
520	0.08850338688
521	0.0884197555
522	0.08837709066
523	0.08830045749
524	0.08827818164
525	0.08820061949
526	0.08816515499
527	0.0881062786
528	0.08808671114
529	0.0879831132
530	0.08786263585
531	0.08778784989
532	0.08775150998
533	0.08762987767
534	0.08757783251
535	0.08746536956
536	0.08741554347
537	0.08734021811
538	0.08721470106
539	0.08712542891
540	0.08702681269
541	0.08696058076
542	0.08690385073
543	0.08680461479
544	0.08670899681
545	0.08656387049
546	0.08654389325
547	0.08652556389
548	0.08646271874
549	0.08638536316
550	0.0863551595
551	0.08628551501
552	0.08621348176
553	0.08612544713
554	0.08603799395
555	0.08596723175
556	0.0859418651
557	0.08584861333
558	0.08574923968
559	0.08571483809
560	0.0856461607
561	0.08558634597
562	0.08554694991
563	0.08549818011
564	0.08541351138
565	0.08536540871
566	0.08530147998
567	0.08524403515
568	0.08518373599
569	0.08510120213
570	0.08503577025
571	0.08495464821
572	0.08485527107
573	0.08478659391
574	0.08471274141
575	0.08464314291
576	0.08453931053
577	0.08443559069
578	0.08433781137
579	0.08421943752
580	0.08412209576
581	0.08404170932
582	0.08400081111
583	0.08391516974
584	0.08382386053
585	0.08378449991
586	0.08376763708
587	0.08369274744
588	0.08358709393
589	0.08351493582
590	0.08345540617
591	0.08342700935
592	0.08333263348
593	0.08323416181
594	0.0831734012
595	0.08309792724
596	0.08304658484
597	0.0829369633
598	0.08283006275
599	0.08279581924
600	0.08271998938
601	0.08262312821
602	0.08255764445
603	0.08247334389
604	0.0823872248
605	0.08231520201
606	0.08224253869
607	0.08217733467
608	0.08208408625
609	0.08194775193
610	0.08188692085
611	0.08182694127
612	0.08180676422
613	0.0817752738
614	0.08170764075
615	0.08154252132
616	0.08145117922
617	0.08137278361
618	0.08131829024
619	0.08126162375
620	0.08117749346
621	0.08111967531
622	0.08100279363
623	0.08098417963
624	0.0809371869
625	0.08085432829
626	0.08073392145
627	0.08061767482
628	0.08050803833
629	0.08039749795
630	0.08033468388
631	0.08024840721
632	0.08019159929
633	0.08012067807
634	0.08003726674
635	0.07994625805
636	0.07987471071
637	0.0797791213
638	0.07975134177
639	0.07973396625
640	0.07969121315
641	0.07959800032
642	0.07954759344
643	0.07948734387
644	0.07943235042
645	0.07939071351
646	0.07933825066
647	0.07926010899
648	0.07916401385
649	0.07904272768
650	0.07899019324
651	0.07889914542
652	0.07886072296
653	0.07875526803
654	0.07869297858
655	0.07864300886
656	0.07858675986
657	0.07852468769
658	0.07845327489
659	0.07842633211
660	0.07834757648
661	0.07831701826
662	0.07826633666
663	0.07821211739
664	0.07813141261
665	0.07805614545
666	0.07797943135
667	0.07789367891
668	0.07784310352
669	0.07780176525
670	0.077748331
671	0.07767343942
672	0.07763327194
673	0.07757888861
674	0.07752366025
675	0.07745129669
676	0.07743499117
677	0.07732276705
678	0.0772168527
679	0.07717692534
680	0.07709962854
681	0.07698719071
682	0.07691444463
683	0.07685198179
684	0.07680242368
685	0.07675564293
686	0.07671520348
687	0.07666691618
688	0.07658082379
689	0.07648895417
690	0.0764265244
691	0.07631645707
692	0.07622775337
693	0.07614886242
694	0.0760904617
695	0.07603290809
696	0.07597642074
697	0.07593803305
698	0.07590264109
699	0.07585470106
700	0.07575882032
701	0.07572101967
702	0.07566838164
703	0.07561774012
704	0.07557167077
705	0.07555629633
706	0.0755258714
707	0.07545086827
708	0.07536789871
709	0.07526544816
710	0.07518188192
711	0.07512027227
712	0.07502605388
713	0.07494458458
714	0.07485416946
715	0.07482443725
716	0.07479213865
717	0.07475825152
718	0.07466663466
719	0.07460451782
720	0.07452820213
721	0.0744488122
722	0.07440398019
723	0.07433263534
724	0.0742962465
725	0.07424481421
726	0.07415162095
727	0.0741161173
728	0.07408168952
729	0.07398756022
730	0.07394778803
731	0.07387438473
732	0.073817763
733	0.07374603656
734	0.07366390364
735	0.07362219801
736	0.07355594684
737	0.07347772423
738	0.07344998537
739	0.07338624939
740	0.07335770453
741	0.07331904111
742	0.07329197414
743	0.07325527132
744	0.07319311901
745	0.07312153042
746	0.07307608622
747	0.07300075904
748	0.07292403333
749	0.07284017165
750	0.07281347873
751	0.07276957606
752	0.07268007023
753	0.0726258868
754	0.07260151823
755	0.07253868651
756	0.07248186419
757	0.07243026415
758	0.07232120646
759	0.0722546258
760	0.07222619565
761	0.07215598818
762	0.07206467958
763	0.07200876466
764	0.07198263802
765	0.07190609313
766	0.07183469955
767	0.07173779576
768	0.07169085119
769	0.07162306641
770	0.07153628369
771	0.07146861118
772	0.07142921418
773	0.07139758287
774	0.07133688677
775	0.07128743343
776	0.07125207026
777	0.07118696774
778	0.07111150509
779	0.07106318976
780	0.07099348054
781	0.0709359482
782	0.07084134308
783	0.07082937324
784	0.07080471153
785	0.07072118927
786	0.07067441971
787	0.07063389681
788	0.0705505214
789	0.07051650736
790	0.07044250536
791	0.07036997331
792	0.07030329339
793	0.07029617602
794	0.07024950695
795	0.07019566673
796	0.07016999435
797	0.07012902394
798	0.07007067709
799	0.07002297119
800	0.06996710156
801	0.06987085207
802	0.06983004759
803	0.06973434735
804	0.0696855126
805	0.06964114936
806	0.06959430464
807	0.06954788933
808	0.06945329526
809	0.06939385489
810	0.06936152695
811	0.06928255181
812	0.06926493699
813	0.06925144723
814	0.06918826866
815	0.06911251691
816	0.06906414791
817	0.06902962837
818	0.06897703946
819	0.06894737627
820	0.06888598859
821	0.06882828777
822	0.06878677247
823	0.06874543738
824	0.06869047296
825	0.06864502504
826	0.06857985533
827	0.06851707292
828	0.06846529825
829	0.0684245716
830	0.06840142345
831	0.06837134763
832	0.06830377828
833	0.06826309479
834	0.06820746565
835	0.0681581231
836	0.06809614397
837	0.06801309704
838	0.06794151448
839	0.06787822566
840	0.06782247201
841	0.06772645512
842	0.06762347184
843	0.06759099013
844	0.06752887036
845	0.06747796341
846	0.0674136768
847	0.06737215587
848	0.06736412675
849	0.0673176344
850	0.06726769355
851	0.06724792891
852	0.06717104495
853	0.06711030702
854	0.06703890621
855	0.0669771065
856	0.06691317941
857	0.06687612905
858	0.06679528248
859	0.06674417299
860	0.06668851782
861	0.06664147303
862	0.06661258116
863	0.06656989697
864	0.06653644378
865	0.06647598921
866	0.06641950852
867	0.06636152367
868	0.06633574493
869	0.06628863713
870	0.06623712866
871	0.06623173303
872	0.06619039107
873	0.06615674981
874	0.06611914727
875	0.06605201129
876	0.06600331739
877	0.06596036844
878	0.06592819208
879	0.06587913543
880	0.06584861697
881	0.06579776302
882	0.06574937593
883	0.0656860114
884	0.06564286132
885	0.06560414559
886	0.06557147541
887	0.06550252593
888	0.06544653305
889	0.0654050058
890	0.06536743318
891	0.06530995303
892	0.06526251378
893	0.06522033793
894	0.06516947348
895	0.06516350714
896	0.06508120365
897	0.06507209638
898	0.06502676426
899	0.06499937002
900	0.06499439133
901	0.06497358071
902	0.0649309598
903	0.0648942194
904	0.06486961107
905	0.06485061856
906	0.06480312176
907	0.06476816184
908	0.06472741816
909	0.0646583638
910	0.06460441158
911	0.06457045082
912	0.06450901106
913	0.0644617435
914	0.0644175784
915	0.06435015877
916	0.06426925607
917	0.06421738156
918	0.06418329085
919	0.06412565262
920	0.06409112446
921	0.06403555137
922	0.06396318759
923	0.06393940333
924	0.06388307291
925	0.06382175589
926	0.06377417722
927	0.06371626671
928	0.06366923486
929	0.06359956106
930	0.06357140443
931	0.0635167606
932	0.06347081011
933	0.06343075898
934	0.06341810072
935	0.06334598206
936	0.06330114879
937	0.06326409603
938	0.06320024079
939	0.06315523691
940	0.06310780333
941	0.06308121107
942	0.063033455
943	0.06301157234
944	0.06297047129
945	0.06291250489
946	0.06286537709
947	0.06283069327
948	0.06277780465
949	0.06271447037
950	0.06265033341
951	0.06262529639
952	0.0625911284
953	0.06255535318
954	0.06252955474
955	0.06250038471
956	0.06245931686
957	0.06237815353
958	0.0623239032
959	0.06226890882
960	0.0622057848
961	0.06216442014
962	0.06210930351
963	0.06207157008
964	0.06202022094
965	0.06199562286
966	0.06197171632
967	0.06193153944
968	0.06185830541
969	0.06180758695
970	0.06177531487
971	0.0617203069
972	0.06170444241
973	0.06166599542
974	0.06163761775
975	0.06158816151
976	0.06153146404
977	0.06149725043
978	0.06145259569
979	0.0614036396
980	0.06137501063
981	0.06135680416
982	0.0613338991
983	0.06129802181
984	0.06125963001
985	0.06121364222
986	0.06116884033
987	0.06114231777
988	0.061111644
989	0.06109506568
990	0.06105220621
991	0.06100849391
992	0.06097308714
993	0.06091781259
994	0.06089347713
995	0.06085029467
996	0.06081877939
997	0.06079685291
998	0.06074071913
999	0.06072084986
